4/17/2023	23	25	35	63	64	25
4/15/2023	1	33	34	56	59	18
4/12/2023	9	36	41	44	59	4
4/10/2023	9	10	36	46	52	14
4/8/2023	11	22	24	51	60	18
4/5/2023	3	5	9	42	52	11
4/3/2023	16	30	31	54	68	1
4/1/2023	11	19	21	29	52	17
3/29/2023	4	9	24	46	66	7
3/27/2023	19	26	36	43	58	14
3/25/2023	15	17	18	47	57	19
3/22/2023	27	28	37	50	57	5
3/20/2023	1	27	32	47	67	14
3/18/2023	14	20	30	54	69	11
3/15/2023	16	18	33	37	50	8
3/13/2023	3	10	24	46	63	4
3/11/2023	11	20	33	43	58	24
3/8/2023	26	27	43	61	69	4
3/6/2023	2	13	29	58	69	4
3/4/2023	10	16	18	40	66	16
3/1/2023	2	9	28	36	53	4
2/27/2023	16	28	49	51	55	23
2/25/2023	11	24	58	66	67	26
2/22/2023	11	19	39	44	65	7
2/20/2023	3	17	26	38	54	15
2/18/2023	8	21	31	32	37	23
2/15/2023	31	32	54	60	63	12
2/13/2023	17	26	37	61	65	2
2/11/2023	10	23	30	54	65	11
2/8/2023	52	58	59	64	66	9
2/6/2023	5	11	22	23	69	7
2/4/2023	2	8	15	19	58	10
2/1/2023	31	43	58	59	66	9
1/30/2023	1	4	12	36	49	5
1/28/2023	2	18	23	27	47	15
1/25/2023	9	17	20	38	40	18
1/23/2023	12	31	47	58	60	23
1/21/2023	5	14	19	46	64	22
1/18/2023	6	15	22	42	47	26
1/16/2023	4	14	33	39	61	3
1/14/2023	24	26	39	47	57	23
1/11/2023	4	8	46	47	48	5
1/9/2023	18	43	48	60	69	14
1/7/2023	35	36	44	45	67	14
1/4/2023	12	32	56	67	68	26
1/2/2023	7	9	12	31	62	22
12/31/2022	18	37	44	50	64	11
12/28/2022	26	32	38	45	56	1
12/26/2022	17	41	47	60	61	17
12/24/2022	17	37	46	54	67	8
12/21/2022	12	15	24	34	59	14
12/19/2022	7	37	55	65	67	12
12/17/2022	33	56	64	66	68	12
12/14/2022	36	51	59	66	68	25
12/12/2022	16	31	50	55	61	9
12/10/2022	9	23	47	49	68	19
12/7/2022	6	28	44	59	61	21
12/5/2022	35	45	47	54	55	14
12/3/2022	6	13	33	36	37	7
11/30/2022	4	19	24	47	66	10
11/28/2022	29	30	32	48	50	20
11/26/2022	15	30	47	50	51	3
11/23/2022	1	2	31	39	66	25
